,title,creation_date,creation_date_earliest,creation_date_latest,medium,accession_number,id,credit_line,date_acquired,department,physical_location,item_width,item_height,item_depth,item_diameter,web_url,provenance_text,classification,image_url,artist_id,party_type,full_name,cited_name,role,nationality,birth_date,death_date,birth_place,death_place,small_img_url
13894,(Car Stop: Street Scene with Church),c. 1920s-1930s,1920-01-01,1944-01-01,gelatin silver print,93.191.7,cmoa:things/ea1dfb85-f2e4-496b-b64d-8a1d2be17d40,Gift of Elizabeth Hampsey,1994-02-03,Photography,Not on View,6.0,8.0,0.0,0.0,https://collection.carnegieart.org/objects/ea1dfb85-f2e4-496b-b64d-8a1d2be17d40,"The artist; his gift to Dr. Joseph W. Hampsey; by descent to his wife, Elizabeth A. Hampsey, Mars, PA, 1982; gift to Museum, February 1994",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/10299/1033417.jpg,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",,https://cmoa-collection-images.s3.amazonaws.com/thing/10299/sizes/1033417-420.jpg
13895,(Church Behind a Brick Wall),c. 1920s-1930s,1920-01-01,1944-01-01,gelatin silver print,93.191.8,cmoa:things/98e8f01c-d18a-4c80-a05e-8c1636c554b1,Gift of Elizabeth Hampsey,1994-02-03,Photography,Not on View,6.0,8.0,0.0,0.0,https://collection.carnegieart.org/objects/98e8f01c-d18a-4c80-a05e-8c1636c554b1,"The artist; his gift to Dr. Joseph W. Hampsey; by descent to his wife, Elizabeth A. Hampsey, Mars, PA, 1982; gift to Museum, February 1994",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/10310/1033418.jpg,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",,https://cmoa-collection-images.s3.amazonaws.com/thing/10310/sizes/1033418-420.jpg
13896,(Industry: Coke Plant),c. 1920s-1930s,1920-01-01,1944-01-01,gelatin silver print,93.191.9,cmoa:things/3d691578-6a7b-46d6-9c87-a320b057f1b5,Gift of Elizabeth Hampsey,1994-02-03,Photography,Not on View,8.125,6.0,0.0,0.0,https://collection.carnegieart.org/objects/3d691578-6a7b-46d6-9c87-a320b057f1b5,"The artist; his gift to Dr. Joseph W. Hampsey; by descent to his wife, Elizabeth A. Hampsey, Mars, PA, 1982; gift to Museum, February 1994",photographs,https://cmoa-collection-images.s3.amazonaws.com/thing/10317/1033419.jpg,cmoa:parties/9c730db3-7ca6-4e1d-ae3c-2968c1ad8ab9,Person,Luke Swank,"Swank, Luke",,American,1890-01-01,1944-01-01,"Johnstown, PA",,https://cmoa-collection-images.s3.amazonaws.com/thing/10317/sizes/1033419-420.jpg
13970,"The Red House, Paimpol",1893,1893-01-01,1893-01-01,"transfer lithograph, printed in three colors on thin Japanese paper",93.82,cmoa:things/565c92e6-89a0-424b-a580-6e8c967c3c59,Leisser Art Fund and Charles J. Rosenbloom Fund,1993-05-27,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/565c92e6-89a0-424b-a580-6e8c967c3c59,"Susan Sheehan Gallery, New York, NY; purchased by Carnegie Museum of Art, Pittsburgh, PA, May 1993.

Under review by CGK.",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/65964/1033710.jpg,cmoa:parties/ee6b5090-5d75-4d88-b9e1-2effda93f38b,Person,James Abbott McNeill Whistler,"Whistler, James McNeill",,American,1834-07-11,1903-07-17,"Lowell, Massachusetts","London, England",https://cmoa-collection-images.s3.amazonaws.com/thing/65964/sizes/1033710-420.jpg
14115,The Stag Hunt (La Grande Chasse),c. 1619,1614-01-01,1624-01-01,etching on heavy laid paper,94.5,cmoa:things/832dfcd3-4f92-49d4-9edb-80a96e204a03,"Purchase: gift of Charles J. Rosenbloom, bequest of Charles J. Rosenbloom, Edward Duff Balken, and Leisser Art Fund, by exchange",1994-02-03,Fine Arts,Not on View,18.375,8.0,0.0,0.0,https://collection.carnegieart.org/objects/832dfcd3-4f92-49d4-9edb-80a96e204a03,"Helmut Rumbler, Germany, Frankfurt am Main",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/31970/1035215.jpg,cmoa:parties/b5d1f6cf-c279-4236-872c-4491137f586e,Person,Jacques Callot,"Callot, Jacques",,French,1592-01-01,1635-01-01,"Nancy (Meurthe-et-Moselle, Lorraine, France)","Nancy (Meurthe-et-Moselle, Lorraine, France)",https://cmoa-collection-images.s3.amazonaws.com/thing/31970/sizes/1035215-420.jpg
14131,Old Man with a Divided Fur Cap,1640,1640-01-01,1640-01-01,etching and drypoint,94.98,cmoa:things/c856cb33-93cd-4886-a922-1500a636047c,Gift of the Estate of Charles J. Rosenbloom,1994-06-09,Fine Arts,Not on View,14.25,19.25,0.0,0.0,https://collection.carnegieart.org/objects/c856cb33-93cd-4886-a922-1500a636047c,"Viscomte de Montfort (Lugt 1822). Charles J. Rosenbloom [1898-1973], Pittsburgh, PA (Lugt Suppl. 633b), until April 1, 1973; estate of Charles J. Rosenbloom, April 1973 until June 1994; gift  to Carnegie Museum of Art, Pittsburgh, PA, June 1994.

Under review by CGK.",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/29985/1035280.jpg,cmoa:parties/9ad7eee6-c0a1-4b32-b23b-529938123670,Person,Rembrandt Harmensz. van Rijn,"Rijn, Rembrandt Harmensz. van",,Dutch,1606-01-01,1669-01-01,"Leyden (South Holland, Netherlands)","Amsterdam (North Holland, Netherlands)",https://cmoa-collection-images.s3.amazonaws.com/thing/29985/sizes/1035280-420.jpg
14132,Gargoyle,,1919-01-01,1964-01-01,pencil on paper,94.99.10,cmoa:things/3962c90f-3bf1-49dd-a4ab-0b1912300111,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.25,4.25,0.0,0.0,https://collection.carnegieart.org/objects/3962c90f-3bf1-49dd-a4ab-0b1912300111,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115806/1035281.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115806/sizes/1035281-420.jpg
14133,Chair; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.11,cmoa:things/c96fe518-5e52-4a06-b688-ab2bd21086d3,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.5,7.0,0.0,0.0,https://collection.carnegieart.org/objects/c96fe518-5e52-4a06-b688-ab2bd21086d3,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115807/1035282.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115807/sizes/1035282-420.jpg
14134,Chair; [sketches],,1919-01-01,1964-01-01,ink on paper,94.99.12,cmoa:things/893b12e2-bda8-475c-b0ca-64b013920904,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.25,5.5,0.0,0.0,https://collection.carnegieart.org/objects/893b12e2-bda8-475c-b0ca-64b013920904,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115808/1035283.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115808/sizes/1035283-420.jpg
14135,Chair; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.13,cmoa:things/851de368-4a1d-44a7-89c9-61c5789eece4,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.25,5.5,0.0,0.0,https://collection.carnegieart.org/objects/851de368-4a1d-44a7-89c9-61c5789eece4,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115809/1035284.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115809/sizes/1035284-420.jpg
14136,"IT Building, World's Fair, New York",1939,1939-01-01,1939-01-01,litho pencil on paper,94.99.14,cmoa:things/83ff1bcb-8f44-48eb-ba5a-68e1fe8f87f7,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.5,8.75,0.0,0.0,https://collection.carnegieart.org/objects/83ff1bcb-8f44-48eb-ba5a-68e1fe8f87f7,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115892/1035285.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115892/sizes/1035285-420.jpg
14137,How Frank Lloyd Wright Got His Medal,,1919-01-01,1964-01-01,printed sheet,94.99.16,cmoa:things/c3480589-5173-4e24-aa7b-86ac1a4b39e8,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,12.5,17.0,0.0,0.0,https://collection.carnegieart.org/objects/c3480589-5173-4e24-aa7b-86ac1a4b39e8,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115810/1035287.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115810/sizes/1035287-420.jpg
14138,Soir,,1919-01-01,1964-01-01,lithograph on paper,94.99.17,cmoa:things/a2024518-aac7-4990-9eac-d90070acbae5,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.75,11.75,0.0,0.0,https://collection.carnegieart.org/objects/a2024518-aac7-4990-9eac-d90070acbae5,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115811/1035288.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115811/sizes/1035288-420.jpg
14139,Fishy Story,,1919-01-01,1964-01-01,lithograph on paper,94.99.18,cmoa:things/f076e111-30fe-48c3-9f0c-5c335b0d60f4,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,10.5,12.75,0.0,0.0,https://collection.carnegieart.org/objects/f076e111-30fe-48c3-9f0c-5c335b0d60f4,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115812/1035289.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115812/sizes/1035289-420.jpg
14140,Koussevitsky I,1942,1942-01-01,1942-01-01,lithograph on paper,94.99.19,cmoa:things/a0e9f0de-bebf-473c-ab3f-bcb0746431bf,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,11.75,12.75,0.0,0.0,https://collection.carnegieart.org/objects/a0e9f0de-bebf-473c-ab3f-bcb0746431bf,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/118221/1035290.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/118221/sizes/1035290-420.jpg
14141,Tally-Ho,,1919-01-01,1964-01-01,lithograph on paper,94.99.1,cmoa:things/9237daa9-6cd3-462c-a2b8-521d646f5f66,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,16.0,10.75,0.0,0.0,https://collection.carnegieart.org/objects/9237daa9-6cd3-462c-a2b8-521d646f5f66,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115797/1035291.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115797/sizes/1035291-420.jpg
14142,Bendiner's Philadelphia - Study for Philadelphia Saving Fund Society,,1919-01-01,1964-01-01,ink on paper,94.99.20,cmoa:things/3c838891-9ba5-407f-8d53-f0e746cf7d89,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,12.5,9.5,0.0,0.0,https://collection.carnegieart.org/objects/3c838891-9ba5-407f-8d53-f0e746cf7d89,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115813/1035292.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115813/sizes/1035292-420.jpg
14143,Hotel Cristina,,1919-01-01,1964-01-01,watercolor on paper,94.99.21,cmoa:things/bd863cc8-82c1-47f3-8865-36745fa10041,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,7.25,10.0,0.0,0.0,https://collection.carnegieart.org/objects/bd863cc8-82c1-47f3-8865-36745fa10041,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115814/1035293.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115814/sizes/1035293-420.jpg
14144,Caricatures; [sketches],,1919-01-01,1964-01-01,ink on paper,94.99.22,cmoa:things/767f52a8-a61d-4566-af09-48b11e1eaeea,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,7.0,8.25,0.0,0.0,https://collection.carnegieart.org/objects/767f52a8-a61d-4566-af09-48b11e1eaeea,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115815/1035294.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115815/sizes/1035294-420.jpg
14145,Caricature; [sketch],,1919-01-01,1964-01-01,ink on card,94.99.23,cmoa:things/dcc3be67-6ea0-43b1-90dd-66eef6f2f0da,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.125,6.5,0.0,0.0,https://collection.carnegieart.org/objects/dcc3be67-6ea0-43b1-90dd-66eef6f2f0da,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115816/1035295.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115816/sizes/1035295-420.jpg
14146,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.24,cmoa:things/77db2fb4-4aab-47e2-acff-75406106ec32,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.0,5.5,0.0,0.0,https://collection.carnegieart.org/objects/77db2fb4-4aab-47e2-acff-75406106ec32,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115817/1035296.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115817/sizes/1035296-420.jpg
14147,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.25,cmoa:things/734a4691-90a8-4e0b-beb2-e57fc4b8cfe6,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.25,6.625,0.0,0.0,https://collection.carnegieart.org/objects/734a4691-90a8-4e0b-beb2-e57fc4b8cfe6,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115818/1035297.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115818/sizes/1035297-420.jpg
14148,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.26,cmoa:things/e3f2107c-6801-42c1-801c-883942728228,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.25,7.0,0.0,0.0,https://collection.carnegieart.org/objects/e3f2107c-6801-42c1-801c-883942728228,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115841/1035298.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115841/sizes/1035298-420.jpg
14149,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper envelope,94.99.27,cmoa:things/b2757f23-fb06-493a-97a8-7a577408268b,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.375,5.625,0.0,0.0,https://collection.carnegieart.org/objects/b2757f23-fb06-493a-97a8-7a577408268b,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115842/1035299.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115842/sizes/1035299-420.jpg
14150,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.28,cmoa:things/d50b7e05-d200-4989-aaec-2d390c0a5192,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.625,7.0,0.0,0.0,https://collection.carnegieart.org/objects/d50b7e05-d200-4989-aaec-2d390c0a5192,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115844/1035300.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115844/sizes/1035300-420.jpg
14151,Caricature; [sketch],,1919-01-01,1964-01-01,ink on card,94.99.29,cmoa:things/23872b62-a347-40a2-b64f-a60d897ce9d7,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.0,6.75,0.0,0.0,https://collection.carnegieart.org/objects/23872b62-a347-40a2-b64f-a60d897ce9d7,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115851/1035301.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115851/sizes/1035301-420.jpg
14152,Bella Napoli,,1919-01-01,1964-01-01,lithograph on paper,94.99.2,cmoa:things/b60e9d0f-b1e6-4016-b18f-43a4888b575e,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,13.5,5.5,0.0,0.0,https://collection.carnegieart.org/objects/b60e9d0f-b1e6-4016-b18f-43a4888b575e,"Alfred and Elizabeth Bendiner Foundation, New York, NY",prints,https://cmoa-collection-images.s3.amazonaws.com/thing/115798/1035302.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115798/sizes/1035302-420.jpg
14153,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.30,cmoa:things/66ba897f-9063-4fac-b9f6-8dfe3caca983,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.375,7.0,0.0,0.0,https://collection.carnegieart.org/objects/66ba897f-9063-4fac-b9f6-8dfe3caca983,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115852/1035303.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115852/sizes/1035303-420.jpg
14154,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.31,cmoa:things/8ffd7f76-3305-43fa-96d1-9405166f596e,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.25,5.5,0.0,0.0,https://collection.carnegieart.org/objects/8ffd7f76-3305-43fa-96d1-9405166f596e,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115853/1035304.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115853/sizes/1035304-420.jpg
14155,Caricature; [sketch],,1919-01-01,1964-01-01,crayon and pencil on paper,94.99.32,cmoa:things/7e23a1f3-646d-4795-8cf9-b9ad3bbab55c,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.375,7.125,0.0,0.0,https://collection.carnegieart.org/objects/7e23a1f3-646d-4795-8cf9-b9ad3bbab55c,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115855/1035305.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115855/sizes/1035305-420.jpg
14156,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.33,cmoa:things/2b7e2bfd-065f-4821-a6e3-d50df292294a,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,5.5,7.125,0.0,0.0,https://collection.carnegieart.org/objects/2b7e2bfd-065f-4821-a6e3-d50df292294a,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115857/1035306.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115857/sizes/1035306-420.jpg
14157,Caricature; [sketch],,1919-01-01,1964-01-01,ink and pencil on paper,94.99.34,cmoa:things/11e88e82-5b51-4436-82a9-1e9034581049,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.0,6.0,0.0,0.0,https://collection.carnegieart.org/objects/11e88e82-5b51-4436-82a9-1e9034581049,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115859/1035307.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115859/sizes/1035307-420.jpg
14158,Caricature; [sketch],,1919-01-01,1964-01-01,ink on paper,94.99.35,cmoa:things/40ae8765-009a-44a7-8adc-d219fa3153cf,Gift of the Alfred and Elizabeth Bendiner Foundation,1994-06-09,Heinz Architectural Center,Not on View,4.25,5.5,0.0,0.0,https://collection.carnegieart.org/objects/40ae8765-009a-44a7-8adc-d219fa3153cf,"Alfred and Elizabeth Bendiner Foundation, New York, NY",drawings and watercolors,https://cmoa-collection-images.s3.amazonaws.com/thing/115860/1035308.jpg,cmoa:parties/f570adcf-6d6d-463a-91a4-1663c637f0e7,Person,Alfred Bendiner,"Bendiner, Alfred",,American,1899-01-01,1964-01-01,"Pittsburgh, Pennsylvania","Philadelphia, Pennsylvania",https://cmoa-collection-images.s3.amazonaws.com/thing/115860/sizes/1035308-420.jpg
